,,,,,,,,Python,Java,JavaScript,C,Ruby,Shell,C++,C#,.NET,HTML,NodeJS,AngularJS,SDK,GIT,SCM,Kubernetes,Serverless,IaaC,Microservices,Docker,Ensemble,Safe,Puppet,CICD,Lambda,SQS,SQL,NoSQL,DynamoDB,AWS,GCP,Azure,ELK,EKS,NIST,CIS,ISO 27001,GDPR,CIS v7,CEH,CISSP,CISA,CISM,CompTIA Security+
81,Senior Project Manager,ExecBoardinAsia,12,16,NA,NA,"Front office,CSS,cyber security,Information security,Finance,Resourcing,Banking,Network security","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
82,Assistant Manager - Cyber Security and Privacy,Protiviti India Member Private limited,4,8,NA,NA,"Information Security Management,Cyber Security,Risk Assessment,Management Consulting,Client Relationship Management,Practice Management,Network Security,International Business","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0"
83,Lead- Cyber Security ( Manager / Sr. Manager),Spark Minda,12,17,NA,NA,"Cism,Cyber Security,Vapt","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
84,Unit Manager - Cyber Security Analyst (attacks and frauds),Bajaj Finance Limited,3,6,5.0,10.0,"Security Analysis,Cyber Security,attack,Fraud Analytics","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
85,"Manager, Cyber Security Engineering",ExecBoardinAsia,11,15,NA,NA,"Training,Career development,cyber security,Coding,Talent acquisition,Agile,Technical Lead,Management","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
86,"Manager, Cyber Security Engineering",Infoblox,4,6,NA,NA,"IT Skills,Java,Python,Testing,Cloud,DevOps,Javascript,Computer science","1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0"
87,Technology Risk and Process Manager,ExecBoardinAsia,5,10,NA,NA,"Process audit,cyber security,Bfsi,Financial sector,Trend analysis,Manager Technology,data privacy,Continuous improvement","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
88,Security Delivery Manager,ExecBoardinAsia,11,15,NA,NA,"remediation,cyber security,Access management,Staffing,SOC,Firmware,Security operations,Operations","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
89,Unit Manager - IT/Senior Unit Manager - IT,Bajaj Finserv Lending Ltd,6,8,NA,NA,"Operations management,Automation,orchestration,cyber security,SOC,SIEM,Incident management,Security operations","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
90,Deputy General Manager - Managed Services Operations,ExecBoardinAsia,8,12,NA,NA,"Product engineering,Managed services,cyber security,SOC,Process improvement,Business strategy,Security operations,Operations","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
91,Security Manager,Optimum InfoSystem Pvt. Ltd.,9,14,NA,NA,"IT Audit,Cyber Security,Information Security,Security Management,Third party risk assesment.3rd party,Govarnance,3rd party security risk","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
92,Program Manager - Cyber Security - Cloud eLearning/EdTech,Simply People,4,7,NA,NA,"academic operations,Cyber Security,Program Manager,program management,Education Operations,eLearning","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
93,Cybersecurity Operations Manager,Future Pipe Industries LLC.,8,12,NA,NA,"IT Skills,Java,Python,Software Development,c++,python,operations management,Identity Access Management","1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
94,Manager / Senior Manager - Cybersecurity,Protiviti India Member Private limited,8,13,NA,NA,"Mobile Security,SNORT,Cyber Security,Application Security,Oscp,Penetration Testing,Vapt,Ceh","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0"
95,Cybersecurity - IT Policy/governance Regional Manager,SAC Management India,10,15,NA,NA,"Patch management,ISMS,ISO,Staffing,Information security,Process improvement,SMS,Information technology","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
96,Unit Manager - IT/Senior Unit Manager - IT,Bajaj Finserv Lending Ltd,4,5,NA,NA,"cloud security,cyber security,Information security,OWASP,Security testing,Application security,Mobile applications,Stakeholder management","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
97,Assistant Manager - Cyber Security and Privacy,Protiviti India Member Private limited,4,8,NA,NA,"Information Security Management,Cyber Security,Risk Assessment,Management Consulting,Client Relationship Management,Practice Management,Network Security,International Business","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0"
98,Senior Project Manager,ExecBoardinAsia,12,16,NA,NA,"Front office,CSS,cyber security,Information security,Finance,Resourcing,Banking,Network security","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
99,Lead- Cyber Security ( Manager / Sr. Manager),Spark Minda,12,17,NA,NA,"Cism,Cyber Security,Vapt","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
100,Unit Manager - Cyber Security Analyst (attacks and frauds),Bajaj Finance Limited,3,6,5.0,10.0,"Security Analysis,Cyber Security,attack,Fraud Analytics","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
101,"Manager, Cyber Security Engineering",ExecBoardinAsia,11,15,NA,NA,"Training,Career development,cyber security,Coding,Talent acquisition,Agile,Technical Lead,Management","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
102,"Manager, Cyber Security Engineering",Infoblox,4,6,NA,NA,"IT Skills,Java,Python,Testing,Cloud,DevOps,Javascript,Computer science","1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0"
103,Technology Risk and Process Manager,ExecBoardinAsia,5,10,NA,NA,"Process audit,cyber security,Bfsi,Financial sector,Trend analysis,Manager Technology,data privacy,Continuous improvement","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
104,Security Delivery Manager,ExecBoardinAsia,11,15,NA,NA,"remediation,cyber security,Access management,Staffing,SOC,Firmware,Security operations,Operations","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
105,Unit Manager - IT/Senior Unit Manager - IT,Bajaj Finserv Lending Ltd,6,8,NA,NA,"Operations management,Automation,orchestration,cyber security,SOC,SIEM,Incident management,Security operations","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
106,Deputy General Manager - Managed Services Operations,ExecBoardinAsia,8,12,NA,NA,"Product engineering,Managed services,cyber security,SOC,Process improvement,Business strategy,Security operations,Operations","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
107,Security Manager,Optimum InfoSystem Pvt. Ltd.,9,14,NA,NA,"IT Audit,Cyber Security,Information Security,Security Management,Third party risk assesment.3rd party,Govarnance,3rd party security risk","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
108,Program Manager - Cyber Security - Cloud eLearning/EdTech,Simply People,4,7,NA,NA,"academic operations,Cyber Security,Program Manager,program management,Education Operations,eLearning","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
109,Cybersecurity Operations Manager,Future Pipe Industries LLC.,8,12,NA,NA,"IT Skills,Java,Python,Software Development,c++,python,operations management,Identity Access Management","1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
110,Manager / Senior Manager - Cybersecurity,Protiviti India Member Private limited,8,13,NA,NA,"Mobile Security,SNORT,Cyber Security,Application Security,Oscp,Penetration Testing,Vapt,Ceh","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0"
111,Cybersecurity - IT Policy/governance Regional Manager,SAC Management India,10,15,NA,NA,"Patch management,ISMS,ISO,Staffing,Information security,Process improvement,SMS,Information technology","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
112,Unit Manager - IT/Senior Unit Manager - IT,Bajaj Finserv Lending Ltd,4,5,NA,NA,"cloud security,cyber security,Information security,OWASP,Security testing,Application security,Mobile applications,Stakeholder management","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
113,Assistant Manager - Cyber Security and Privacy,Protiviti India Member Private limited,4,8,NA,NA,"Information Security Management,Cyber Security,Risk Assessment,Management Consulting,Client Relationship Management,Practice Management,Network Security,International Business","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0"
114,Senior Project Manager,ExecBoardinAsia,12,16,NA,NA,"Front office,CSS,cyber security,Information security,Finance,Resourcing,Banking,Network security","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
115,Lead- Cyber Security ( Manager / Sr. Manager),Spark Minda,12,17,NA,NA,"Cism,Cyber Security,Vapt","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
116,Unit Manager - Cyber Security Analyst (attacks and frauds),Bajaj Finance Limited,3,6,5.0,10.0,"Security Analysis,Cyber Security,attack,Fraud Analytics","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
117,"Manager, Cyber Security Engineering",ExecBoardinAsia,11,15,NA,NA,"Training,Career development,cyber security,Coding,Talent acquisition,Agile,Technical Lead,Management","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
118,"Manager, Cyber Security Engineering",Infoblox,4,6,NA,NA,"IT Skills,Java,Python,Testing,Cloud,DevOps,Javascript,Computer science","1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0"
119,Technology Risk and Process Manager,ExecBoardinAsia,5,10,NA,NA,"Process audit,cyber security,Bfsi,Financial sector,Trend analysis,Manager Technology,data privacy,Continuous improvement","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
120,Security Delivery Manager,ExecBoardinAsia,11,15,NA,NA,"remediation,cyber security,Access management,Staffing,SOC,Firmware,Security operations,Operations","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
121,Unit Manager - IT/Senior Unit Manager - IT,Bajaj Finserv Lending Ltd,6,8,NA,NA,"Operations management,Automation,orchestration,cyber security,SOC,SIEM,Incident management,Security operations","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
122,Deputy General Manager - Managed Services Operations,ExecBoardinAsia,8,12,NA,NA,"Product engineering,Managed services,cyber security,SOC,Process improvement,Business strategy,Security operations,Operations","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
123,Security Manager,Optimum InfoSystem Pvt. Ltd.,9,14,NA,NA,"IT Audit,Cyber Security,Information Security,Security Management,Third party risk assesment.3rd party,Govarnance,3rd party security risk","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
124,Program Manager - Cyber Security - Cloud eLearning/EdTech,Simply People,4,7,NA,NA,"academic operations,Cyber Security,Program Manager,program management,Education Operations,eLearning","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
125,Cybersecurity Operations Manager,Future Pipe Industries LLC.,8,12,NA,NA,"IT Skills,Java,Python,Software Development,c++,python,operations management,Identity Access Management","1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
126,Manager / Senior Manager - Cybersecurity,Protiviti India Member Private limited,8,13,NA,NA,"Mobile Security,SNORT,Cyber Security,Application Security,Oscp,Penetration Testing,Vapt,Ceh","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0"
127,Cybersecurity - IT Policy/governance Regional Manager,SAC Management India,10,15,NA,NA,"Patch management,ISMS,ISO,Staffing,Information security,Process improvement,SMS,Information technology","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
128,Unit Manager - IT/Senior Unit Manager - IT,Bajaj Finserv Lending Ltd,4,5,NA,NA,"cloud security,cyber security,Information security,OWASP,Security testing,Application security,Mobile applications,Stakeholder management","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
129,Assistant Manager - Cyber Security and Privacy,Protiviti India Member Private limited,4,8,NA,NA,"Information Security Management,Cyber Security,Risk Assessment,Management Consulting,Client Relationship Management,Practice Management,Network Security,International Business","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0"
130,Senior Project Manager,ExecBoardinAsia,12,16,NA,NA,"Front office,CSS,cyber security,Information security,Finance,Resourcing,Banking,Network security","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
131,Lead- Cyber Security ( Manager / Sr. Manager),Spark Minda,12,17,NA,NA,"Cism,Cyber Security,Vapt","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
132,Unit Manager - Cyber Security Analyst (attacks and frauds),Bajaj Finance Limited,3,6,5.0,10.0,"Security Analysis,Cyber Security,attack,Fraud Analytics","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
133,"Manager, Cyber Security Engineering",ExecBoardinAsia,11,15,NA,NA,"Training,Career development,cyber security,Coding,Talent acquisition,Agile,Technical Lead,Management","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
134,"Manager, Cyber Security Engineering",Infoblox,4,6,NA,NA,"IT Skills,Java,Python,Testing,Cloud,DevOps,Javascript,Computer science","1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0"
135,Technology Risk and Process Manager,ExecBoardinAsia,5,10,NA,NA,"Process audit,cyber security,Bfsi,Financial sector,Trend analysis,Manager Technology,data privacy,Continuous improvement","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
136,Security Delivery Manager,ExecBoardinAsia,11,15,NA,NA,"remediation,cyber security,Access management,Staffing,SOC,Firmware,Security operations,Operations","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
137,Unit Manager - IT/Senior Unit Manager - IT,Bajaj Finserv Lending Ltd,6,8,NA,NA,"Operations management,Automation,orchestration,cyber security,SOC,SIEM,Incident management,Security operations","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
138,Deputy General Manager - Managed Services Operations,ExecBoardinAsia,8,12,NA,NA,"Product engineering,Managed services,cyber security,SOC,Process improvement,Business strategy,Security operations,Operations","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
139,Security Manager,Optimum InfoSystem Pvt. Ltd.,9,14,NA,NA,"IT Audit,Cyber Security,Information Security,Security Management,Third party risk assesment.3rd party,Govarnance,3rd party security risk","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
140,Program Manager - Cyber Security - Cloud eLearning/EdTech,Simply People,4,7,NA,NA,"academic operations,Cyber Security,Program Manager,program management,Education Operations,eLearning","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
141,Cybersecurity Operations Manager,Future Pipe Industries LLC.,8,12,NA,NA,"IT Skills,Java,Python,Software Development,c++,python,operations management,Identity Access Management","1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
142,Manager / Senior Manager - Cybersecurity,Protiviti India Member Private limited,8,13,NA,NA,"Mobile Security,SNORT,Cyber Security,Application Security,Oscp,Penetration Testing,Vapt,Ceh","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0"
143,Cybersecurity - IT Policy/governance Regional Manager,SAC Management India,10,15,NA,NA,"Patch management,ISMS,ISO,Staffing,Information security,Process improvement,SMS,Information technology","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
144,Unit Manager - IT/Senior Unit Manager - IT,Bajaj Finserv Lending Ltd,4,5,NA,NA,"cloud security,cyber security,Information security,OWASP,Security testing,Application security,Mobile applications,Stakeholder management","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
145,Assistant Manager - Cyber Security and Privacy,Protiviti India Member Private limited,4,8,NA,NA,"Information Security Management,Cyber Security,Risk Assessment,Management Consulting,Client Relationship Management,Practice Management,Network Security,International Business","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0"
146,Senior Project Manager,ExecBoardinAsia,12,16,NA,NA,"Front office,CSS,cyber security,Information security,Finance,Resourcing,Banking,Network security","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
147,Lead- Cyber Security ( Manager / Sr. Manager),Spark Minda,12,17,NA,NA,"Cism,Cyber Security,Vapt","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
148,Unit Manager - Cyber Security Analyst (attacks and frauds),Bajaj Finance Limited,3,6,5.0,10.0,"Security Analysis,Cyber Security,attack,Fraud Analytics","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
149,"Manager, Cyber Security Engineering",ExecBoardinAsia,11,15,NA,NA,"Training,Career development,cyber security,Coding,Talent acquisition,Agile,Technical Lead,Management","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150,"Manager, Cyber Security Engineering",Infoblox,4,6,NA,NA,"IT Skills,Java,Python,Testing,Cloud,DevOps,Javascript,Computer science","1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0"
151,Technology Risk and Process Manager,ExecBoardinAsia,5,10,NA,NA,"Process audit,cyber security,Bfsi,Financial sector,Trend analysis,Manager Technology,data privacy,Continuous improvement","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
152,Security Delivery Manager,ExecBoardinAsia,11,15,NA,NA,"remediation,cyber security,Access management,Staffing,SOC,Firmware,Security operations,Operations","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
153,Unit Manager - IT/Senior Unit Manager - IT,Bajaj Finserv Lending Ltd,6,8,NA,NA,"Operations management,Automation,orchestration,cyber security,SOC,SIEM,Incident management,Security operations","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
154,Deputy General Manager - Managed Services Operations,ExecBoardinAsia,8,12,NA,NA,"Product engineering,Managed services,cyber security,SOC,Process improvement,Business strategy,Security operations,Operations","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
155,Security Manager,Optimum InfoSystem Pvt. Ltd.,9,14,NA,NA,"IT Audit,Cyber Security,Information Security,Security Management,Third party risk assesment.3rd party,Govarnance,3rd party security risk","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
156,Program Manager - Cyber Security - Cloud eLearning/EdTech,Simply People,4,7,NA,NA,"academic operations,Cyber Security,Program Manager,program management,Education Operations,eLearning","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
C,y,b,e,r,s,e,c,u,r,i,t,y, ,A,n,a,l,y,s,t
1,Senior Cybersecurity Analyst,Future Pipe Industries LLC.,8,12,NA,NA,"IT Skills,Java,Python,Ethical Hacking,Java,Certified Ethical Hacker,C++,Cyber Forensics","1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
2,IT Security Analyst - Navi Mumbai Location,Holcim Services (South Aisa) Limited,7,10,NA,NA,"IT Skills,Cloud,Mobile Security,Security Analysis,Cloud Security,Cyber Security,Documentation,Information Security","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
3,Unit Manager - Cyber Security Analyst (attacks and frauds),Bajaj Finance Limited,3,6,5.0,10.0,"Security Analysis,Cyber Security,attack,Fraud Analytics","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
4,Junior Cyber Security Analyst,Future Pipe Industries LLC.,2,5,NA,NA,"Ethical Hacking,Security Analysis,Certified Ethical Hacker,Cyber Security,Ceh,Service Desk,Information Security,SIEM","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
